"plate_well","plate","well","identifier","hit","welltype","create_date","fp","fp_1","fi","fi_1","p","p_1","s","s_1"
"1799M22","1799","M22","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799M22","0","X","2015-08-31 19:12","271.1","268.4","45210392.0","45162180.0","19248673.0","19244320.0","6713046.0","6673540.0"
"1799M21","1799","M21","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799M21","0","X","2015-08-31 19:12","269.4","270.4","45761883.0","46143175.0","19494007.0","19649850.0","6773869.0","6843475.0"
"1799M20","1799","M20","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799M20","0","X","2015-08-31 19:12","273.0","269.6","45810954.0","45710975.0","19492452.0","19471013.0","6826050.0","6768949.0"
"1799M19","1799","M19","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799M19","0","X","2015-08-31 19:12","275.9","271.8","45696957.0","45871675.0","19425351.0","19525786.0","6846255.0","6820103.0"
"1799M18","1799","M18","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799M18","0","X","2015-08-31 19:12","277.5","270.6","45358494.0","45739452.0","19271429.0","19476639.0","6815636.0","6786174.0"
"1799M17","1799","M17","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799M17","0","X","2015-08-31 19:12","302.7","306.7","96825984.0","103028286.0","40792707.0","43344034.0","15240570.0","16340218.0"
"1799M16","1799","M16","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799M16","0","X","2015-08-31 19:12","266.2","264.1","48413338.0","49181409.0","20644573.0","20985740.0","7124192.0","7209929.0"
"1799M15","1799","M15","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799M15","0","X","2015-08-31 19:12","267.8","267.7","48202447.0","47479078.0","20544201.0","20236405.0","7114045.0","7006268.0"
"1799M14","1799","M14","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799M14","0","X","2015-08-31 19:12","275.9","272.5","43604563.0","43945136.0","18536288.0","18701293.0","6531987.0","6542550.0"
"1799M13","1799","M13","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799M13","0","X","2015-08-31 19:12","277.6","278.8","45759783.0","46014003.0","19441834.0","19542046.0","6876115.0","6929911.0"
"1799M12","1799","M12","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799M12","0","X","2015-08-31 19:12","276.5","270.5","45314002.0","45513856.0","19259189.0","19381753.0","6795624.0","6750350.0"
"1799M11","1799","M11","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799M11","0","X","2015-08-31 19:12","277.1","280.2","44835009.0","45009724.0","19051645.0","19106589.0","6731719.0","6796546.0"
"1799M10","1799","M10","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799M10","0","X","2015-08-31 19:12","274.8","274.9","44168934.0","44584662.0","18782843.0","18958804.0","6603248.0","6667054.0"
"1799M09","1799","M09","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799M09","0","X","2015-08-31 19:12","275.2","275.5","44659749.0","45014420.0","18988681.0","19137644.0","6682387.0","6739132.0"
"1799M08","1799","M08","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799M08","0","X","2015-08-31 19:12","278.8","276.4","45965160.0","46086176.0","19521409.0","19588011.0","6922342.0","6910154.0"
"1799M07","1799","M07","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799M07","0","X","2015-08-31 19:12","262.4","259.1","48098949.0","48392034.0","20534783.0","20681527.0","7029383.0","7028980.0"
"1799M06","1799","M06","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799M06","0","X","2015-08-31 19:12","262.8","266.3","120343980.0","115096780.0","51371644.0","49077588.0","17600692.0","16941604.0"
"1799M05","1799","M05","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799M05","0","X","2015-08-31 19:12","266.2","262.8","46874855.0","47462943.0","19988356.0","20260977.0","6898143.0","6940989.0"
"1799M04","1799","M04","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799M04","0","X","2015-08-31 19:12","277.3","278.6","43697092.0","44028166.0","18566905.0","18699532.0","6563282.0","6629102.0"
"1799M03","1799","M03","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799M03","0","X","2015-08-31 19:12","277.1","273.5","45057697.0","45673092.0","19146601.0","19430358.0","6764495.0","6812376.0"
"1799M02","1799","M02","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799M02","0","X","2015-08-31 19:12","286.6","279.6","56034205.0","56570591.0","23735980.0","24019236.0","8562245.0","8532119.0"
"1799M01","1799","M01","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799M01","0","X","2015-08-31 19:12","271.4","262.6","44937032.0","45508261.0","19130416.0","19427374.0","6676200.0","6653513.0"
"1799L24","1799","L24","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799L24","0","N","2015-08-31 19:12","263.5","259.4","48006709.0","48057219.0","20488143.0","20536479.0","7030423.0","6984261.0"
"1799L22","1799","L22","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799L22","0","X","2015-08-31 19:12","269.8","271.5","46170053.0","46676688.0","19665439.0","19870508.0","6839175.0","6935672.0"
"1799L21","1799","L21","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799L21","0","X","2015-08-31 19:12","276.4","267.3","46594019.0","46861081.0","19803819.0","19975520.0","6986381.0","6910041.0"
"1799L20","1799","L20","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799L20","0","X","2015-08-31 19:12","275.4","270.7","50855587.0","51585209.0","21622279.0","21965205.0","7611029.0","7654799.0"
"1799L19","1799","L19","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799L19","0","X","2015-08-31 19:12","273.5","273.0","47572586.0","48103912.0","20238852.0","20468143.0","7094882.0","7167626.0"
"1799L18","1799","L18","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799L18","0","X","2015-08-31 19:12","269.0","273.8","48166319.0","47972554.0","20521021.0","20406735.0","7124277.0","7159084.0"
"1799L17","1799","L17","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799L17","0","X","2015-08-31 19:12","277.3","274.6","47191159.0","47636923.0","20051682.0","20258506.0","7087795.0","7119911.0"
"1799L16","1799","L16","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799L16","0","X","2015-08-31 19:12","272.3","269.0","49852494.0","49213266.0","21216600.0","20967033.0","7419294.0","7279200.0"
"1799L15","1799","L15","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799L15","0","X","2015-08-31 19:12","273.0","275.9","47149338.0","47817441.0","20061956.0","20326681.0","7025426.0","7164079.0"
"1799L14","1799","L14","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799L14","0","X","2015-08-31 19:12","270.7","272.6","47459750.0","47552711.0","20209047.0","20236009.0","7041656.0","7080693.0"
"1799L13","1799","L13","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799L13","0","X","2015-08-31 19:12","273.9","269.6","47515217.0","47808148.0","20211485.0","20364311.0","7092247.0","7079526.0"
"1799L12","1799","L12","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799L12","0","X","2015-08-31 19:12","279.5","269.6","49283357.0","51041290.0","20925507.0","21741352.0","7432343.0","7558586.0"
"1799L11","1799","L11","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799L11","0","X","2015-08-31 19:12","278.0","273.8","47863227.0","48527196.0","20332762.0","20642966.0","7197703.0","7241264.0"
"1799L10","1799","L10","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799L10","0","X","2015-08-31 19:12","273.0","267.8","44727697.0","45132944.0","19031249.0","19235711.0","6665199.0","6661522.0"
"1799L09","1799","L09","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799L09","0","X","2015-08-31 19:12","277.5","275.2","49015624.0","48309966.0","20825357.0","20540861.0","7364910.0","7228244.0"
"1799L08","1799","L08","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799L08","0","X","2015-08-31 19:12","270.5","270.1","50851106.0","50961673.0","21654503.0","21703980.0","7542100.0","7553713.0"
"1799L07","1799","L07","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799L07","0","X","2015-08-31 19:12","271.2","271.7","47328387.0","47228946.0","20149769.0","20104215.0","7028849.0","7020516.0"
"1799L06","1799","L06","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799L06","0","X","2015-08-31 19:12","275.3","273.6","46627757.0","46790834.0","19825350.0","19905646.0","6977057.0","6979542.0"
"1799L05","1799","L05","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799L05","0","X","2015-08-31 19:12","274.6","272.9","46938936.0","47285030.0","19961817.0","20119981.0","7015302.0","7045068.0"
"1799L04","1799","L04","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799L04","0","X","2015-08-31 19:12","271.6","267.6","47175695.0","47579969.0","20081746.0","20279821.0","7012203.0","7020327.0"
"1799L03","1799","L03","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799L03","0","X","2015-08-31 19:12","273.8","269.6","46862508.0","47458785.0","19934608.0","20215393.0","6993292.0","7027999.0"
"1799L02","1799","L02","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799L02","0","X","2015-08-31 19:12","275.4","269.3","45982664.0","46151994.0","19549981.0","19660552.0","6882702.0","6830890.0"
"1799L01","1799","L01","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799L01","0","X","2015-08-31 19:12","272.3","264.9","46691803.0","47275724.0","19871721.0","20167338.0","6948361.0","6941048.0"
"1799K24","1799","K24","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799K24","0","N","2015-08-31 19:12","267.4","261.4","48577923.0","48783079.0","20706500.0","20833218.0","7164923.0","7116643.0"
"1799K22","1799","K22","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799K22","0","X","2015-08-31 19:12","286.6","285.3","54694911.0","55247572.0","23169367.0","23413277.0","8356177.0","8421018.0"
"1799K21","1799","K21","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799K21","0","X","2015-08-31 19:12","275.4","265.0","46843576.0","47374002.0","19916096.0","20209103.0","7011384.0","6955796.0"
"1799K20","1799","K20","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799K20","0","X","2015-08-31 19:12","276.2","266.6","48049307.0","48661391.0","20423395.0","20747484.0","7202517.0","7166423.0"
"1799K19","1799","K19","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799K19","0","X","2015-08-31 19:12","276.8","265.2","47192052.0","47991620.0","20055588.0","20471060.0","7080876.0","7049500.0"
"1799K18","1799","K18","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799K18","0","X","2015-08-31 19:12","277.0","270.7","47341818.0","47576158.0","20117650.0","20258118.0","7106518.0","7059922.0"
"1799K17","1799","K17","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799K17","0","X","2015-08-31 19:12","277.8","269.3","47472764.0","48166334.0","20168009.0","20518997.0","7136746.0","7128340.0"
"1799K16","1799","K16","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799K16","0","X","2015-08-31 19:12","273.1","272.7","46376749.0","47148890.0","19732583.0","20063517.0","6911583.0","7021856.0"
"1799K15","1799","K15","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799K15","0","X","2015-08-31 19:12","273.2","271.3","48789383.0","49184511.0","20758069.0","20939033.0","7273245.0","7306445.0"
"1799K14","1799","K14","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799K14","0","X","2015-08-31 19:12","317.1","330.9","63920560.0","80602106.0","26792331.0","33614258.0","10335898.0","13373590.0"
"1799K13","1799","K13","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799K13","0","X","2015-08-31 19:12","272.4","269.6","47650142.0","47949796.0","20279001.0","20424682.0","7092140.0","7100432.0"
"1799K12","1799","K12","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799K12","0","X","2015-08-31 19:12","276.0","281.9","46693561.0","46685984.0","19848360.0","19807410.0","6996841.0","7071164.0"
"1799K11","1799","K11","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799K11","0","X","2015-08-31 19:12","272.1","273.2","46198080.0","46743056.0","19662670.0","19887922.0","6872740.0","6967212.0"
"1799K10","1799","K10","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799K10","0","X","2015-08-31 19:12","277.3","275.9","46076080.0","46132824.0","19577941.0","19610632.0","6920198.0","6911560.0"
"1799K09","1799","K09","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799K09","0","X","2015-08-31 19:12","273.5","271.5","46961785.0","46931709.0","19978612.0","19978607.0","7004561.0","6974495.0"
"1799K08","1799","K08","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799K08","0","X","2015-08-31 19:12","274.0","271.3","47461857.0","47545020.0","20188302.0","20241525.0","7085253.0","7061970.0"
"1799K07","1799","K07","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799K07","0","X","2015-08-31 19:12","253.8","244.5","50983952.0","51942030.0","21824550.0","22298113.0","7334852.0","7345804.0"
"1799K06","1799","K06","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799K06","0","X","2015-08-31 19:12","279.8","269.7","46511493.0","46907368.0","19746917.0","19979954.0","7017659.0","6947460.0"
"1799K05","1799","K05","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799K05","0","X","2015-08-31 19:12","282.4","271.1","45461767.0","46597374.0","19284619.0","19838858.0","6892529.0","6919658.0"
"1799K04","1799","K04","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799K04","0","X","2015-08-31 19:12","276.3","271.3","46048471.0","46460737.0","19572206.0","19779340.0","6904059.0","6902057.0"
"1799K03","1799","K03","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799K03","0","X","2015-08-31 19:12","276.4","275.6","46320659.0","46336078.0","19687608.0","19699415.0","6945443.0","6937248.0"
"1799K02","1799","K02","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799K02","0","X","2015-08-31 19:12","264.2","268.9","40996197.0","46834822.0","17492415.0","19954229.0","6011367.0","6926364.0"
"1799K01","1799","K01","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799K01","0","X","2015-08-31 19:12","60.6","117.4","98176429.0","130713044.0","44108480.0","58011946.0","9959469.0","14689152.0"
"1799J24","1799","J24","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799J24","0","N","2015-08-31 19:12","270.7","265.2","47841982.0","47697751.0","20371616.0","20345620.0","7098750.0","7006511.0"
"1798N05","1798","N05","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798N05","0","X","2015-08-31 19:12","277.0","276.7","44579635.0","44371148.0","18943876.0","18856998.0","6691883.0","6657152.0"
"1798N04","1798","N04","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798N04","0","X","2015-08-31 19:12","273.0","274.1","44630358.0","44373079.0","18989764.0","18873876.0","6650830.0","6625327.0"
"1798N03","1798","N03","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798N03","0","X","2015-08-31 19:12","261.5","256.7","45541981.0","45993969.0","19448696.0","19671300.0","6644589.0","6651369.0"
"1798N02","1798","N02","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798N02","0","X","2015-08-31 19:12","265.6","263.1","55200586.0","55208198.0","23542929.0","23565230.0","8114728.0","8077738.0"
"1798N01","1798","N01","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798N01","0","X","2015-08-31 19:12","263.7","264.4","46083023.0","45756969.0","19666376.0","19523051.0","6750271.0","6710867.0"
"1798M24","1798","M24","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798M24","0","N","2015-08-31 19:12","259.9","260.5","46004003.0","45726280.0","19656130.0","19533852.0","6691743.0","6658576.0"
"1798M23","1798","M23","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798M23","0","P","2015-08-31 19:12","198.3","199.0","30182727.0","30076158.0","13129131.0","13079983.0","3924465.0","3916192.0"
"1798M22","1798","M22","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798M22","0","X","2015-08-31 19:12","267.4","270.4","45446631.0","45042105.0","19371944.0","19181261.0","6702743.0","6679583.0"
"1798M21","1798","M21","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798M21","0","X","2015-08-31 19:12","266.9","273.5","46149618.0","45341143.0","19674842.0","19289491.0","6799934.0","6762161.0"
"1798M20","1798","M20","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798M20","0","X","2015-08-31 19:12","267.2","270.3","47466224.0","47004336.0","20234301.0","20017704.0","6997622.0","6968928.0"
"1798M19","1798","M19","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798M19","0","X","2015-08-31 19:12","269.2","267.5","45871056.0","46141019.0","19541843.0","19667456.0","6787370.0","6806107.0"
"1798M18","1798","M18","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798M18","0","X","2015-08-31 19:12","266.7","272.7","46397649.0","45593469.0","19781665.0","19401409.0","6834319.0","6790651.0"
"1798M16","1798","M16","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798M16","0","X","2015-08-31 19:12","271.9","267.9","44832975.0","44721094.0","19082655.0","19059938.0","6667665.0","6601218.0"
"1798M15","1798","M15","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798M15","0","X","2015-08-31 19:12","261.2","262.1","48485311.0","48289342.0","20707696.0","20617965.0","7069919.0","7053412.0"
"1798M14","1798","M14","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798M14","0","X","2015-08-31 19:12","263.8","269.1","39647392.0","40024862.0","16919074.0","17051809.0","5809244.0","5921244.0"
"1798M13","1798","M13","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798M13","0","X","2015-08-31 19:12","264.3","265.1","46995309.0","47224538.0","20051748.0","20144797.0","6891813.0","6934944.0"
"1798M12","1798","M12","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798M12","0","X","2015-08-31 19:12","271.7","272.9","47677490.0","47753497.0","20295159.0","20319395.0","7087172.0","7114707.0"
"1798M11","1798","M11","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798M11","0","X","2015-08-31 19:12","273.6","273.4","46005978.0","45959612.0","19571296.0","19552967.0","6863386.0","6853678.0"
"1798M10","1798","M10","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798M10","0","X","2015-08-31 19:12","383.9","388.8","142036965.0","141936830.0","57993143.0","57827998.0","26050679.0","26280834.0"
"1798M09","1798","M09","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798M09","0","X","2015-08-31 19:12","266.1","266.4","48237666.0","48450494.0","20569825.0","20658990.0","7098016.0","7132514.0"
"1798M08","1798","M08","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798M08","0","X","2015-08-31 19:12","269.4","269.7","45919577.0","45842870.0","19561128.0","19526241.0","6797321.0","6790388.0"
"1798M07","1798","M07","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798M07","0","X","2015-08-31 19:12","272.8","275.2","47166510.0","47263828.0","20070680.0","20096337.0","7025150.0","7071154.0"
"1798M06","1798","M06","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798M06","0","X","2015-08-31 19:12","265.1","265.1","45594457.0","46203051.0","19449150.0","19708602.0","6696157.0","6785847.0"
"1798M05","1798","M05","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798M05","0","X","2015-08-31 19:12","295.0","297.7","62212900.0","61258335.0","26279218.0","25852003.0","9654464.0","9554329.0"
